combination,surgeon_group,frequency,total_amount,avg_amount_per_case
DYNAMESH ENDOLAP 3D 10*15CM (1) + V-LOC 2/0 R.B.26-VLOCL0615 (1) + טאקר נספג-25 סיכות-ETHICON (1) + טרוקר CFF03 - 5X100 (1) + טרוקר CFF33 - 11X100 (1) + שרוול לטרוקר 5 - CFS02 (1),Expensive,1,2176.0515,2176.0515
DYNAMESH ENDOLAP 3D 10*15CM (1) + V-LOC 2/0 R.B.26-VLOCL2105 (1) + אנדו קליפ 5 176630 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 15 סיכות (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1),Expensive,1,3014.6177,3014.6177
DYNAMESH ENDOLAP 3D 10*15CM (1) + V-LOC 2/0 R.B.30-VLOCM1545 (1) + אנדו קליפ 5 176630 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 15 סיכות (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + סקשן איריגיישיין 5 (1),Expensive,1,3013.6177,3013.6177
DYNAMESH ENDOLAP 3D 10*15CM (1) + V-LOC 3/0 R.B.26-VLOCM0604 (1) + אנדו קליפ 5 176630 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 15 סיכות (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1),Expensive,1,3004.1101,3004.1101
DYNAMESH ENDOLAP 3D 10*15CM (1) + אנדו קלינצ 5 מ''מ (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 15 סיכות (1) + טרוקר ללא סכין 5 NB5STF (1),Expensive,1,1903.62,1903.62
DYNAMESH ENDOLAP 3D 10*15CM (1) + אנדו קליפ 5 176630 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 30 סיכות (1) + טרוקר ללא סכין 5 NB5STF (1) + סקשן איריגיישיין 5 (1),Expensive,1,3519.5344,3519.5344
DYNAMESH ENDOLAP 3D 10*15CM (1) + אנדו קליפ 5 EL5ML (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג-12 סיכות-ETHICON (1) + טרוקר CFF03 - 5X100 (1) + שרוול לטרוקר 5 - CFS02 (1),Expensive,1,3303.1995,3303.1995
DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 15 סיכות (1) + טרוקר ללא סכין 5 NB5STF (1),Expensive,1,2019.82,2019.82
DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 15 סיכות (1) + טרוקר ללא סכין 5 NB5STF (1) + סקשן איריגיישיין 5 (1),Expensive,1,2080.4742,2080.4742
DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 30 סיכות (1) + טרוקר ללא סכין 5 NB5STF (1),Expensive,1,2689.8199999999997,2689.8199999999997
DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 30 סיכות (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1),Expensive,1,2747.7045,2747.7045
"DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג-12 סיכות-ETHICON (1) + טרוקר CFF03 - 5X100 (1) + כיסוי מצלמה לפרסקופית (1) + מזרק 20 מ""ל (1) + סטרי-סטריפ 1/2 (1) + פלטה דיאט. ללא כבל-מבוגר (1) + שרוול לטרוקר 5 - CFS02 (1)",Expensive,1,2552.7691999999997,2552.7691999999997
"DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג-12 סיכות-ETHICON (1) + טרוקר CFF03 - 5X100 (1) + מספריים מונופולר 5 מ""מ (1) + שרוול לטרוקר 5 - CFS02 (1)",Expensive,1,2638.8324000000002,2638.8324000000002
DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג-12 סיכות-ETHICON (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + מספריים לאפ (1) + שרוול אקסל OPTI-5X100 (1),Expensive,1,2541.9700000000003,2541.9700000000003
"DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג-12 סיכות-ETHICON (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + מספריים מונופולר 5 מ""מ (1) + שרוול אקסל OPTI-5X100 (1)",Expensive,1,2624.9228000000003,2624.9228000000003
DYNAMESH ENDOLAP 3D 10*15CM (1) + טאקר נספג-12 סיכות-ETHICON (1) + טרוקר CFF03 - 5X100 (1) + שרוול לטרוקר 5 - CFS02 (1),Expensive,1,1860.0043,1860.0043
DYNAMESH ENDOLAP 3D 10*15CM (2) + אנדו קליפ 5 176630 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 15 סיכות (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1),Expensive,1,3294.4044,3294.4044
DYNAMESH ENDOLAP 3D PVDF 12*17 (1) + LIQUIBAND FIX8 טאקר דבק (1) + SURGICEL 10CM * 20CM (1) + טאקר נספג-12 סיכות-ETHICON (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + ליגשור מרילנד ארוך - LF1937 (1) + סקשן איריגיישיין 5 (1) + שרוול אקסל OPTI-5X100 (1),Expensive,1,4309.3201,4309.3201
FILBLOC 90 3/0  - FU395HHFAB (1) + FILBLOC 90 3/0 - FU400HHFAB (1) + PROGRIP FLAT SHEET MESH 15X10 (1) + אנדו קליפ 5 176630 (1) + טאקר נספג - 15 סיכות (1) + טרוקר CFF03 - 5X100 (1) + טרוקר CFF33 - 11X100 (1) + סקשן איריגיישיין 5 (1) + שרוול לטרוקר 5 - CFS02 (1),Expensive,1,2979.0203,2979.0203
FILBLOC 90 3/0  - FU395HHFAB (1) + FILBLOC PDO 3/0 - FU395HHAB (1) + HAR736 -  הרמוניק 700 (1) + PROGRIP FLAT SHEET MESH 15X10 (1) + אנדו קליפ 10 ER-320 (1) + בלון אמצעי T10SB (1) + טאקר נספג-25 סיכות-ETHICON (1) + טרוקר CFF03 - 5X100 (1) + שרוול אקסל 10-11  CB11LT (1),Expensive,1,4901.6035999999995,4901.6035999999995
FILBLOC 90 3/0  - FU395HHFAB (1) + HAR736 -  הרמוניק 700 (1) + PROGRIP FLAT SHEET MESH 15X10 (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל OPTI-5X100 (1),Expensive,1,2544.5333,2544.5333
FILBLOC 90 3/0  - FU395HHFAB (1) + HARH36- הרמוניק אייס פלוס 7 (1) + PROGRIP FLAT SHEET MESH 15X10 (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל OPTI-5X100 (1),Expensive,1,2544.5333,2544.5333
FILBLOC 90 3/0  - FU395HHFAB (1) + PROGRIP FLAT SHEET MESH 15X10 (1) + אנדו קליפ 5 EL5ML (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל OPTI-5X100 (1),Expensive,1,1977.0179,1977.0179
FILBLOC PDO 3/0 - FU395HHAB (1) + HAR736 -  הרמוניק 700 (1) + PROGRIP FLAT SHEET MESH 15X10 (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1),Expensive,1,2469.5333,2469.5333
GLUBRAN2-SURGICAL GLUE-0.5ML (1) + GLUTACK DEVICE 25 DROPS (1) + SYMBOTEX.COM.MESH 12CM-RAUND (1) + ULTRAPRO ADVANCED MESH 10*15CM (1) + V-LOC 3/0 R.B.26-VLOCM0604 (1) + V-LOC 3/0 R.B.26-VLOCN0605 (1) + אנדו קליפ 5 EL5ML (1) + טאקר נספג-25 סיכות-ETHICON (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + מספריים לאפ (1) + שרוול אקסל 10-11  CB11LT (1) + שרוול אקסל OPTI-5X100 (1),Expensive,1,5063.9349999999995,5063.9349999999995
GLUBRAN2-SURGICAL GLUE-1ML (1) + GLUTACK DEVICE 50 DROPS (1) + ULTRAPRO ADVANCED MESH 10*15CM (1) + V-LOC 3/0 R.B.26-VLOCM0604 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול אקסל OPTI-5X100 (1),Expensive,1,2053.2347,2053.2347
GLUTACK DEVICE 50 DROPS (1) + SYMBOTEX.COM.MESH 12CM-RAUND (1) + ULTRAPRO ADVANCED MESH 10*15CM (1) + V-LOC 3/0 R.B.26-VLOCM0604 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול אקסל OPTI-5X100 (1),Expensive,1,2946.8166,2946.8166
GLUTACK DEVICE 50 DROPS (1) + ULTRAPRO ADVANCED MESH 10*15CM (1) + V-LOC 3/0 R.B.26-VLOCM0604 (1) + אנדו קליפ 5 EL5ML (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול אקסל OPTI-5X100 (1),Expensive,1,2372.8999,2372.8999
GLUTACK DEVICE 50 DROPS (1) + ULTRAPRO ADVANCED MESH 10*15CM (1) + V-LOC 3/0 R.B.26-VLOCM0604 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל OPTI-5X100 (1),Expensive,1,1620.5275,1620.5275
HAR736 -  הרמוניק 700 (1) + PROGRIP FLAT SHEET MESH 15X10 (1),Expensive,1,2222.45,2222.45
HAR736 -  הרמוניק 700 (1) + PROGRIP FLAT SHEET MESH 15X10 (1) + VENTRALEX MEDIUM - 5950008 (1) + בלון להרניה עגול - SMBTTRNDX (1) + טאקר נספג-25 סיכות-ETHICON (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל OPTI-5X100 (1),Expensive,1,5826.95,5826.95
HAR736 -  הרמוניק 700 (1) + PROGRIP FLAT SHEET MESH 15X10 (1) + VENTRALEX SMALL - 5950007 (1),Expensive,1,3429.3199999999997,3429.3199999999997
HAR736 -  הרמוניק 700 (1) + PROGRIP FLAT SHEET MESH 15X10 (1) + עפרון סימון סטרילי - רגיל (1),Expensive,1,2224.3559,2224.3559
HARMONIC HD 1000I - HARHD36 (1) + PROGRIP FLAT SHEET MESH 15X10 (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל OPTI-5X100 (1),Expensive,1,2447.45,2447.45
LAPARA-TY CLIP APPLIER (1) + MICROVAL 15 X 15CM (1) + V-LOC 3/0 R.B.17-VLOCM0804 (1) + V-LOC 3/0 R.B.26-VLOCM0604 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר CFF03 - 5X100 (1) + טרוקר אקסל OPTI-12X100 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר חסן 12 H12LP (1) + ליגשור מרילנד ארוך - LF1937 (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (2) + שרוול אקסל OPTI-5X100 (1) + שרוול לטרוקר 5 - CFS02 (1),Expensive,1,3237.5777,3237.5777
"LIQUIBAND FIX8 טאקר דבק (1) + MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + SURGICEL FIBRILLAR 2.5CM*5.1CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים מונופולר 5 מ""מ (1)",Expensive,1,3671.7302,3671.7302
LIQUIBAND FIX8 טאקר דבק (1) + MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1),Expensive,1,3377.4714,3377.4714
LIQUIBAND FIX8 טאקר דבק (1) + SYMBOTEX ROUND MESH 15CM (1) + אנדו קליפ 10 176625 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 30 סיכות (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + מספריים לאפ (1),Expensive,1,5127.4737,5127.4737
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + MICROVAL 15 X 15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג-12 סיכות-ETHICON (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1),Expensive,1,3220.9121,3220.9121
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + MICROVAL 7.5 X 15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג-12 סיכות-ETHICON (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + מספריים לאפ (1),Expensive,1,3204.5366,3204.5366
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + MICROVAL 7.5 X 15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג-25 סיכות-ETHICON (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1),Expensive,1,3287.0137,3287.0137
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + MICROVAL 7.5 X 15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + שרוול אקסל OPTI-5X100 (1),Expensive,1,2585.9865999999997,2585.9865999999997
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + SURGICEL FIBRILLAR 2.5CM*5.1CM (1) + אנדו קליפ 5 176630 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר ללא סכין 5 NB5STF (1),Expensive,1,3365.2502,3365.2502
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + VERSAONE BLADED TROCAR WITH FI (1) + אנדו קליפ 5 176630 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + מספריים לאפ (1),Expensive,1,3193.7702,3193.7702
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + VERSAONE BLADED TROCAR WITH FI (1) + אנדו קליפ 5 EL5ML (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + בלון חד צדדי PDB1000 (1) + טאקר נטען-20 סיכות MICROVAL (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1),Expensive,1,3906.6306999999997,3906.6306999999997
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + VERSAONE BLADED TROCAR WITH FI (1) + אנדו קליפ 5 EL5ML (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + ליגשור - LF1837 (1),Expensive,1,4432.2897,4432.2897
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + VERSAONE BLADED TROCAR WITH FI (1) + אנדו קליפ 5 EL5ML (1) + בלון אמצעי T10SB (1) + טאקר-10 סיכות MICROVAL (1),Expensive,1,2891.1669,2891.1669
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + VERSAONE BLADED TROCAR WITH FI (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נטען-20 סיכות MICROVAL (1) + סקשן איריגיישיין 5 (1),Expensive,1,2690.7584,2690.7584
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + VERSAONE BLADED TROCAR WITH FI (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + מספריים לאפ (1),Expensive,1,2418.6848,2418.6848
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + VERSAONE BLADED TROCAR WITH FI (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + סקשן איריגיישיין 5 (1),Expensive,1,2473.2184,2473.2184
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + אנדו קלינצ 5 מ''מ (1) + אנדו קליפ 5 176630 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + מספריים לאפ (1) + שרוול אקסל OPTI-5X100 (1),Expensive,1,3262.4825,3262.4825
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + אנדו קלינצ 5 מ''מ (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + שרוול אקסל OPTI-5X100 (1),Expensive,1,2488.6599,2488.6599
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + אנדו קלינצ' 5 174317 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + שרוול אקסל OPTI-5X100 (1),Expensive,1,2525.2574,2525.2574
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + אנדו קליפ 5 176630 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל עם סכין 5 D5ST (1),Expensive,1,3184.1638,3184.1638
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + אנדו קליפ 5 176630 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל עם סכין 5 D5ST (1) + טרוקר חסן 10 T10BT (1),Expensive,1,3536.8738,3536.8738
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + אנדו קליפ 5 176630 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1),Expensive,1,3191.5074,3191.5074
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + אנדו קליפ 5 EL5ML (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-12X100 (1) + טרוקר ללא סכין 5 NB5STF (1),Expensive,1,3253.8185,3253.8185
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + אנדו קליפ 5 EL5ML (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1),Expensive,1,3248.8162,3248.8162
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + אנדו קליפ 5 EL5ML (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + טרוקר ללא סכין 5 NB5STF (1),Expensive,1,3255.1669,3255.1669
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + בלון חד צדדי PDB1000 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר ללא סכין 5 NB5STF (1),Expensive,1,2863.8699,2863.8699
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נטען-20 סיכות MICROVAL (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר ללא סכין 5 NB5STF (1),Expensive,1,3268.7999,3268.7999
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נטען-20 סיכות MICROVAL (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1),Expensive,1,2638.4876,2638.4876
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-12X100 (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1),Expensive,1,2493.6599,2493.6599
"MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים מונופולר 5 מ""מ (1)",Expensive,1,2573.2402,2573.2402
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-5X100 (1) + מספריים לאפ (1) + שרוול אקסל OPTI-5X100 (1),Expensive,1,2446.4614,2446.4614
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-סכין-5X100 (1),Expensive,1,2414.9476,2414.9476
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 5 D5ST (1) + סקשן איריגיישיין 5 (1) + שרוול אקסל OPTI-5X100 (1),Expensive,1,2618.2183999999997,2618.2183999999997
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1) + שרוול אקסל OPTI-5X100 (1),Expensive,1,2545.9416,2545.9416
"MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + מספריים מונופולר 5 מ""מ (1) + סקשן איריגיישיין 5 (1) + שרוול אקסל OPTI-5X100 (1)",Expensive,1,2628.8944,2628.8944
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל עם סכין 5 D5ST (1) + מספריים לאפ (1),Expensive,1,2371.4614,2371.4614
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל עם סכין 5 D5ST (1) + סקשן איריגיישיין 5 (1),Expensive,1,2468.2184,2468.2184
"MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 5 D5ST (1) + מספריים מונופולר 5 מ""מ (1) + שרוול אקסל OPTI-5X100 (1)",Expensive,1,2314.0355,2314.0355
